Date,Month_End,Broker,Portfolio,RefCur,Currency,Nominal/Quantity,Cost_Price,Last_Price,Last_Price_Date,Exchange_Rate,Calculated_Amount,Amount_In_USD,Calculated_Accrued_Interest,Accrued_Interest_In_USD,Total_Amount_In_USD,FileDate,Bank,ISIN,Asset,AssetSubtype,Description,Statement_Product_Type,Compliance_Product_Type,Product_Valor,Product,Underlying
2026/6/16,202606,BOS HK,A,USD,USD,2000000,96.75,75.08785235,2026/6/16,1,1521884.486,1501757.047,20127.43904,20127.43904,1521884.486,2026/6/16,BOS,US91282CLF67,Bonds,Fixed Income,UST    3.875 08/15/34,Bond,Bond,,UNITED STATES OF AMERICA 3.875 BOND 2024-15.08.2034,USA Government Bond
2026/6/16,202606,BOS HK,A,USD,HKD,205000,33.84093229,23.06127197,2026/6/16,7.833325,4727560.753,603519.0325,0,0,603519.0325,2026/6/16,BOS,KYG9830T1067,Equities,Equities,XIAOMI CORP,Equity,Equity,42399032,Reg.shsXiaomiCorp. Unitary144A/RegS (1810) 交易編號42399032-股票代號1810,Xiaomi Corporation;1810.HK
2026/6/16,202606,BOS HK,A,USD,USD,2500,25.789036,9.603062273,2026/6/16,1,24007.65568,24007.65568,0,0,24007.65568,2026/6/16,BOS,US65487X1028,Equities,Equities,NOAH HOLDINGS LTD - SPON ADS,Equity,Equity,NOAH US,NOAH HOLDINGS LTD SHS SPONSORED AMERICAN DEPOSITARY RECEIPT REPR 1 2 SH-A-,Noah Holdings Limited;NOAH
2026/6/16,202606,BOS HK,A,USD,USD,0,0,0,,1,294900.56,294900.56,88.27,88.27,294988.83,2026/6/16,BOS,,Current Accounts,,Current Accounts USD,Cash,Cash,,,
2026/6/16,202606,BOS HK,A,USD,HKD,4700,110.8056723,85.08071757,2026/6/16,7.833325,399879.3726,51048.48704,0,0,51048.48704,2026/6/16,BOS,KYG596691041,Equities,Equities,MEITUAN-W ORD SHS,Equity,Equity,,Meituan Dianping (3690),Meituan;3690.HK
2026/6/16,202606,BOS HK,A,USD,HKD,27000,16.65856259,76.31290298,2026/6/16,7.833325,2060448.38,263036.2421,0,0,263036.2421,2026/6/16,BOS,KYG8020E1199,Equities,Equities,SEMICONDUCTOR MANUFACTURING (981),Equity,Equity,00981,Semicondustor Manufacturing Intl Corp. (0981),Semiconductor Manufacturing International Corporation;0981.HK
2026/6/16,202606,BOS HK,A,USD,HKD,10000,26.688119,20.842875,2026/6/16,7.833325,208428.75,26607.95552,0,0,26607.95552,2026/6/16,BOS,CNE100004QP1,Equities,Equities,MEDBOT-B ORD H,Equity,Equity,,Shanghai Microport Medbot H,"Shanghai MicroPort MedBot (Group) Co., Ltd. ;2252.HK"
2026/6/16,202606,BOS HK,B,USD,CNH,0,0,0,,6.7602125,0,0,0,0,0,2026/6/16,BOS,,Current Accounts,,Current Accounts CNH,Cash,Cash,,,
2026/6/16,202606,BOS HK,B,USD,SGD,0,0,0,,1.2824635,0,0,0,0,0,2026/6/16,BOS,,Current Accounts,,Current Accounts SGD,Cash,Cash,,,
2026/6/16,202606,BOS HK,A,USD,HKD,22000,17.82578772,6.948220181,2026/6/16,7.833325,152860.844,19514.1671,0,0,19514.1671,2026/6/16,BOS,KYG608371046,Equities,Equities,MICROPORT SCIENTIFIC CORP (853),Equity,Equity,,MICROPORT SCIENTIFIC CORP (853),MicroPort Scientific Corporation;0853.HK
2026/6/16,202606,BOS HK,B,USD,HKD,10000,8.81,0,2020/4/20,7.833325,0,0,0,0,0,2026/6/16,BOS,018140-UNTR,Equities,Equities,REALGOLD MINING-DELISTED (UNTRADED),Equity,Equity,,,
2026/6/16,202606,BOS HK,A,USD,HKD,300,121.3263667,38.250365,2026/6/16,7.833325,11475.1095,1464.909793,0,0,1464.909793,2026/6/16,BOS,KYG532631028,Equities,Equities,KUAISHOU TECH,Equity,Equity,01024,KUAISHOU TECH KYG532631028,Kuaishou Technology;1024.HK
2026/6/16,202606,BOS SG,B,USD,USD,500000,101.8,113.8872387,2026/6/16,1,579051.6534,569436.1933,9615.460079,9615.460079,579051.6534,2026/6/16,BOS,XS2282238083,Bonds,Fixed Income,ASAML  4.100 Perp     '31 FRN,Bond,Bond,,,
2026/6/16,202606,BOS SG,B,USD,USD,0,0,0,,1,1088946.87,1088946.87,2159.74,2159.74,1091106.61,2026/6/16,BOS,,Deposits,,TERM DEPOSIT USD 3.40% 29/06/2026 AA26146LM305,TD,Spot/FX/Deposit/Loans,,,
2026/6/16,202606,BOS SG,A,USD,CHF,0,0,0,,0.795023,-1080682.86,-1359310.18,0,0,-1359310.18,2026/6/16,BOS,,Loans,,TERM LOAN CHF 1.30% 23/06/2026 AA26166YY2ZH,TL,Spot/FX/Deposit/Loans,,,
2026/6/16,202606,BOS SG,C,USD,USD,1617,218.3122387,205.5471556,2026/6/16,1,332369.7505,332369.7505,0,0,332369.7505,2026/6/16,BOS,US68389X1054,Equities,Equities,ORACLE CORPORATION,Equity,Equity,,Oracle Corp Registered-shares,Oracle Corporation;ORCL
2026/6/16,202606,BOS SG,B,USD,HKD,0,0,0,,7.833325,0,0,0,0,0,2026/6/16,BOS,,Current Accounts,,Current Accounts HKD,Cash,Cash,,,
2026/6/16,202606,BOS SG,A,USD,USD,57,198.9810526,346.3250412,2026/6/16,1,19740.52735,19740.52735,0,0,19740.52735,2026/6/16,BOS,US0378331005,Equities,Equities,APPLE INC,Equity,Equity,908440,Reg.shs Apple Inc. Distribution: 13.05.2021 Distribution amount: USD 0.22 Valor 908440 - Symbol AAPL,Apple Inc;AAPL
2026/6/16,202606,BOS SG,C,USD,USD,788,478.0467132,371.735367,2026/6/16,1,292927.4692,292927.4692,0,0,292927.4692,2026/6/16,BOS,US5949181045,Equities,Equities,MICROSOFT CORPORATION,Equity,Equity,,REGISTERED SHS MICROSOFT CORP US5949181045 1000 USD 153.5 NASDAQ,Microsoft Corporation;MSFT
2026/6/16,202606,BOS SG,B,USD,USD,0,0,0,,1,1088946.87,1088946.87,2159.74,2159.74,1091106.61,2026/6/16,BOS,,Deposits,,TERM DEPOSIT USD 3.40% 29/06/2026 AA26146C615H,TD,Spot/FX/Deposit/Loans,,,
2026/6/16,202606,BOS SG,B,USD,SGD,350000,100,116.5905569,2026/6/16,1.2824635,408066.9493,318189.9168,0,0,318189.9168,2026/6/16,BOS,XS3293871862,Equity Structured Products,Equities,"9M SGD OCBC FCN - SGXL.SI, STEL.SI",FCN,Structured Product,,"9M SGD OCBC FCN - SGXL.SI, STEL.SI 161226 XS3293871862",Singapore Exchange Limited;S68.SI;Singapore Telecommunications Limited;Z74.SI
2026/6/16,202606,BOS SG,A,USD,USD,200000,100.45,117.0536379,2026/6/16,1,235026.7289,234107.2757,919.4531063,919.4531063,235026.7289,2026/6/16,BOS,US456837AZ69,Bonds,Fixed Income,INGA   4.250 Perp     FRN,Bond,Bond,,ING GROEP NV INGA 4.250 Perp FRN,ING Groep N.V.;ING
2026/6/16,202606,BOS SG,B,USD,USD,0,0,0,,1,1088946.87,1088946.87,2159.74,2159.74,1091106.61,2026/6/16,BOS,,Deposits,,TERM DEPOSIT USD 3.40% 29/06/2026 AA261462LBH0,TD,Spot/FX/Deposit/Loans,,,
2026/6/16,202606,BOS SG,A,USD,USD,100000,100,68.64286205,2026/6/16,1,68642.86205,68642.86205,0,0,68642.86205,2026/6/16,BOS,XS3365236051,Equity Structured Products,Equities,"6M USD NATIXIS FCN - NVDA.OQ, TSM.N",FCN,Structured Product,,"6M USD NATIXIS FCN - NVDA.OQ, TSM.N , GOOGL.OQ 071226 XS3365236051",Alphabet Inc;GOOGL;NVIDIA Corporation;NVDA;Taiwan Semiconductor Manufacturing Company Limited;TSM
2026/6/16,202606,BOS SG,C,USD,USD,1000000,106.93,75.73938015,2026/6/16,1,773492.9935,757393.8015,16099.19192,16099.19192,773492.9935,2026/6/16,BOS,US404280DT33,Bonds,Fixed Income,HSBA   8.000 Perp     '28 FRN,Bond,Bond,125450589,8 % Convertible BondsHSBC Holdings PLC 2023 without final maturityGlobalVR,HSBC Holdings plc;HSBA.L
2026/6/16,202606,BOS SG,B,USD,USD,0,0,0,,1,1095446.99,1095446.99,827.67,827.67,1096274.66,2026/6/16,BOS,,Deposits,,TERM DEPOSIT USD 3.40% 09/07/2026 AA261569HDVY,TD,Spot/FX/Deposit/Loans,,,
2026/6/16,202606,BOS SG,A,USD,USD,100000,100,121.2017035,2026/6/16,1,121201.7035,121201.7035,0,0,121201.7035,2026/6/16,BOS,XS3365232738,Equity Structured Products,Equities,"6M USD NATIXIS FCN - NVDA.OQ, AMD.O",FCN,Structured Product,,"6M USD NATIXIS FCN - NVDA.OQ, AMD.O Q, AVGO.OQ 041226 XS3365232738",NVIDIA Corporation;NVDA;Advanced Micro Devices Inc;AMD;Broadcom Inc;AVGO
2026/6/16,202606,BOS SG,B,USD,EUR,0,0,0,,1.159447,571.6,662.74,0,0,662.74,2026/6/16,BOS,,Current Accounts,,Current Accounts EUR,Cash,Cash,,,
2026/6/16,202606,BOS SG,A,USD,USD,36,120.3919444,198.6655987,2026/6/16,1,7151.961553,7151.961553,0,0,7151.961553,2026/6/16,BOS,US67066G1040,Equities,Equities,NVIDIA CORPORATION,Equity,Equity,NVDA,NVIDIA C,NVIDIA Corporation;NVDA
2026/6/16,202606,BOS SG,C,USD,USD,0,0,0,,1,0,-28853.44,0,0,-28853.44,2026/6/16,BOS,,Equity Derivatives,,ACCU USD 332.0539 ALPHABET INC-CL C 07/10/2027 KO: 405.905; Booster: 2X SYACDC2612800233,Equity AQ,Structured Product,,,
2026/6/16,202606,BOS SG,C,USD,USD,476,105.4201681,87.1560523,2026/6/16,1,41486.28089,41486.28089,0,0,41486.28089,2026/6/16,BOS,US21873S1087,Equities,Equities,COREWEAVE CL A ORD,Equity,Equity,,CoreWeave Inc Registered-shares -A-,CoreWeave Inc;CRWV
2026/6/16,202606,BOS SG,A,USD,USD,200000,100.25,99.65490328,2026/6/16,1,201904.5321,199309.8066,2594.725504,2594.725504,201904.5321,2026/6/16,BOS,XS3307229321,Bonds,Fixed Income,OCBC   4.517 03/04/36 '31 FRN,Bond,Bond,,OVERSEA-CHINESE BANKING CORPORATION LTD OCBC 4.517 03/04/36 '31 FRN,Oversea-Chinese Banking Corporation Limited;O39.SI
2026/6/16,202606,BOS SG,C,USD,USD,1627,98.30633681,37.65603377,2026/6/16,1,61266.36694,61266.36694,0,0,61266.36694,2026/6/16,BOS,US6701002056,Equities,Equities,NOVO NORDISK A S -SPONS ADR,Equity,Equity,461641,Sponsored American Deposit Receipt Novo Nordisk A/S (Repr. 1 shs -B-) (NVO),Novo Nordisk A/S;NVO
2026/6/16,202606,BOS SG,B,USD,USD,0,0,0,,1,1088947.4,1088947.4,2159.75,2159.75,1091107.15,2026/6/16,BOS,,Deposits,,TERM DEPOSIT USD 3.40% 29/06/2026 AA26146SJQQR,TD,Spot/FX/Deposit/Loans,,,
2026/6/16,202606,BOS SG,B,USD,JPY,11026,1849.815,2239.298821,2026/6/16,160.256251,24690508.8,154068.9302,0,0,154068.9302,2026/6/16,BOS,JP3228600007,Equities,Equities,KANSAI ELECTRIC POWER CO INC (9503),Equity,Equity,,KANSAI ELECTRIC POWER COMPANY INCORPORATED (9503),"The Kansai Electric Power Company, Incorporated;9503.T"
2026/6/16,202606,BOS SG,B,USD,USD,0,0,0,,1,1088946.87,1088946.87,2159.74,2159.74,1091106.61,2026/6/16,BOS,,Deposits,,TERM DEPOSIT USD 3.40% 29/06/2026 AA26146QC51S,TD,Spot/FX/Deposit/Loans,,,
2026/6/16,202606,BOS SG,B,USD,SGD,340000,100,124.1871519,2026/6/16,1.2824635,422236.3163,329238.4729,0,0,329238.4729,2026/6/16,BOS,XS3185387605,Equity Structured Products,Equities,"10M SGD Citi FCN - DBSM.SI, OCBC.SI",FCN,Structured Product,,,
2026/6/16,202606,BOS SG,C,USD,USD,323,130.5986068,197.6913599,2026/6/16,1,63854.30924,63854.30924,0,0,63854.30924,2026/6/16,BOS,US2193501051,Equities,Equities,CORNING INC,Equity,Equity,,Corning Inc Registered-shares,Corning Incorporated;GLW
2026/6/16,202606,BOS SG,B,USD,USD,35247.803,99.8,60.34102542,2026/6/16,1,2126888.579,2126888.579,0,0,2126888.579,2026/6/16,BOS,LU1041600773,Fixed Income Funds,Fixed Income,JPM Income Fund C Div USD-DIS,Fund,Fund,,,
2026/6/16,202606,BOS SG,A,USD,JPY,0,0,0,,160.256251,16384000,102236.26,0,0,102236.26,2026/6/16,BOS,,Current Accounts,,Current Accounts JPY,Cash,Cash,,,
2026/6/16,202606,BOS SG,A,USD,USD,200000,98.45,102.8063593,2026/6/16,1,209206.5207,205612.7185,3593.802197,3593.802197,209206.5207,2026/6/16,BOS,USG91139AK43,Bonds,Fixed Income,TSM    4.375 07/22/27,Bond,Bond,,TSMC Global Ltd 4.375 % 2022-22.07.2027,Taiwan Semiconductor Manufacturing Company Limited;TSM
2026/6/16,202606,BOS SG,C,USD,USD,0,0,0,,1,0,-2837.76,0,0,-2837.76,2026/6/16,BOS,,Equity Derivatives,,ACCU USD 307.0436 ALPHABET INC-CL C 02/11/2027 KO: 373.5147; Booster: 2X SYACDC2615400345,Equity AQ,Structured Product,,,
2026/6/16,202606,BOS SG,A,USD,USD,118,264.5262712,354.3666004,2026/6/16,1,41815.25885,41815.25885,0,0,41815.25885,2026/6/16,BOS,US91324P1021,Equities,Equities,UNITEDHEALTH GROUP INC,Equity,Equity,1078451,UNITEDHEALTH GROUP INC,UnitedHealth Group Incorporated;UNH
2026/6/16,202606,BOS SG,A,USD,USD,10204.08,9.89800158,7.262028456,2026/6/16,1,74102.31829,74102.31829,0,0,74102.31829,2026/6/16,BOS,LU1564329115,Other Funds,Multi-Asset Class and Other Investments,BGF DHI A6 USD-DIS,Fund,Fund,,BGF Dynamic High IncomeA6,
2026/6/16,202606,BOS SG,B,USD,SGD,0,0,0,,1.2824635,7200.42,5614.52,3.49,3.49,5618.01,2026/6/16,BOS,,Current Accounts,,Current Accounts SGD,Cash,Cash,,,
2026/6/16,202606,BOS SG,B,USD,USD,0,0,0,,1,1088946.87,1088946.87,2159.74,2159.74,1091106.61,2026/6/16,BOS,,Deposits,,TERM DEPOSIT USD 3.40% 29/06/2026 AA261461W7YR,TD,Spot/FX/Deposit/Loans,,,
2026/6/16,202606,BOS SG,B,USD,USD,0,0,0,,1,4119.7,4119.7,0,0,4119.7,2026/6/16,BOS,,Current Accounts,,Current Accounts USD,Cash,Cash,,,
2026/6/16,202606,BOS SG,A,USD,CHF,0,0,0,,0.795023,0,0,-4.1,-4.1,-4.1,2026/6/16,BOS,,Current Accounts,,Current Accounts CHF,Cash,Cash,,,
2026/6/16,202606,BOS SG,A,USD,USD,100000,100,80.91518446,2026/6/16,1,80915.18446,80915.18446,0,0,80915.18446,2026/6/16,BOS,XS3348956452,Equity Structured Products,Equities,"6M USD NATIXIS FCN - NVDA.OQ, TSM.N",FCN,Structured Product,,"6M USD NATIXIS FCN - NVDA.OQ, TSM.N , TSLA.OQ 271126 XS3348956452",NVIDIA Corporation;NVDA;Taiwan Semiconductor Manufacturing Company Limited;TSM;Tesla Inc;TSLA
2026/6/16,202606,BOS SG,B,USD,USD,600000,110.6,110.9242485,2026/6/16,1,668197.7268,665545.4908,2652.236078,2652.236078,668197.7268,2026/6/16,BOS,US404280BL25,Bonds,Fixed Income,HSBC VAR 22112165 US404280BL25,Bond,Bond,,6% CONTINGENT CONVERTIBLE SECURITIES HSBC HOLDINGS PLC 2017-WITHOUT FIXED MATURITY GLOBAL FIXED/FLOATING RATE Duration: 16.6966 Yield to Maturity: 5.79%,HSBC Holdings plc;HSBA.L
2026/6/16,202606,BOS SG,C,USD,USD,200000,100,84.74665636,2026/6/16,1,169493.3127,169493.3127,0,0,169493.3127,2026/6/16,BOS,XS3365306102,Equity Structured Products,Equities,"5M USD NATIXIS FCN - GOOG.OQ, GLW.N",FCN,Structured Product,,,
2026/6/16,202606,BOS SG,A,USD,AUD,24850.895,10.16059985,8.517336217,2026/6/16,0.70617445,211663.4263,149471.3054,0,0,149471.3054,2026/6/16,BOS,LU2044938129,Fixed Income Funds,Fixed Income,JPM Income Fund A Mth AUD Hgd-DIS,Fund,Fund,,,
2026/6/16,202606,BOS SG,C,USD,JPY,0,0,0,,160.256251,0,0,0,0,0,2026/6/16,BOS,,Current Accounts,,Current Accounts JPY,Cash,Cash,,,
2026/6/16,202606,BOS SG,C,USD,USD,200000,100,119.2773695,2026/6/10,1,238554.7389,238554.7389,0,0,238554.7389,2026/6/16,BOS,XS3365338725,Equity Structured Products,Equities,"5M USD NATIXIS FCN - NVDA.OQ, TSM.N",FCN,Structured Product,,,
2026/6/16,202606,BOS SG,A,USD,USD,368,171.3480524,375.0065422,2026/6/16,1,138002.4075,138002.4075,0,0,138002.4075,2026/6/16,BOS,US02079K1079,Equities,Equities,ALPHABET INC-CL C,Equity,Equity,,Reg.shs-C-AlphabetInc. nonvoting (GOOG) ISINUS02079K1079-股票代號GOOG,Alphabet Inc;GOOG
2026/6/16,202606,BOS SG,A,USD,EUR,200000,97.75,91.6070224,2026/6/16,1.159447,185251.8037,212426.9757,2037.758953,2362.673699,214789.6494,2026/6/16,BOS,XS1693822634,Bonds,Fixed Income,ABN    4.750 Perp     '27 FRN,Bond,Bond,38487670,300 000 4.75% ABN AMRO Bank NV 2017-Without fixed maturity Fixed/Variable Rate Interest dates: 22.09. - 2 nan Valor 38487670,ABN AMRO Bank N.V.;ABN.AS
2026/6/16,202606,BOS SG,B,USD,USD,4765.39,159.803269,185.0818181,2026/6/16,1,881987.0485,881987.0485,0,0,881987.0485,2026/6/16,BOS,IE0004810143,Money Market Funds,"Cash, Cash Equivalents and Money Market Funds",BLK ICS USD Liq Core Acc-ACC,Fund,Fund,,BlackRock ICS USD Liq Core Acc BLK,
2026/6/16,202606,BOS SG,B,USD,USD,2405.928,104.949109,127.1473732,2026/6/16,1,305907.4266,305907.4266,0,0,305907.4266,2026/6/16,BOS,IE00BMG7P587,Equity Funds,Equities,FTGF ClrBdg A US Dis(M) Plus(e)-DIS,Fund,Fund,,,
2026/6/16,202606,BOS SG,C,USD,USD,296,313.3833446,419.982171,2026/6/16,1,124314.7226,124314.7226,0,0,124314.7226,2026/6/16,BOS,US02079K1079,Equities,Equities,ALPHABET INC-CL C,Equity,Equity,,Reg.shs-C-AlphabetInc. nonvoting (GOOG) ISINUS02079K1079-股票代號GOOG,Alphabet Inc;GOOG
2026/6/16,202606,BOS SG,C,USD,USD,500000,106.25,112.0437643,2026/6/16,1,563549.4923,560218.8216,3330.670759,3330.670759,563549.4923,2026/6/16,BOS,USF8500RAC63,Bonds,Fixed Income,SOGN 9.375 Perp FRN,Bond,Bond,,Societe Generale SA 9.375 % 2022-without final Maturity Convertible bond linked to R SG (Coco Bond),Société Générale Société anonyme;GLE.PA
2026/6/16,202606,BOS SG,B,USD,USD,0,0,0,,1,1088946.87,1088946.87,2159.74,2159.74,1091106.61,2026/6/16,BOS,,Deposits,,TERM DEPOSIT USD 3.40% 29/06/2026 AA261466SPQX,TD,Spot/FX/Deposit/Loans,,,
2026/6/16,202606,BOS SG,C,USD,USD,250000,100,85.74010821,2026/6/16,1,214350.2705,214350.2705,0,0,214350.2705,2026/6/16,BOS,XS3237966299,Equity Structured Products,Equities,"5M USD OCBC FCN - MSFT.OQ, NVDA.OQ,",FCN,Structured Product,,"5M USD OCBC FCN - MSFT.OQ, NVDA.OQ, GOOGL.OQ 220626 XS3237966299",Microsoft Corporation;MSFT;NVIDIA Corporation;NVDA;Alphabet Inc;GOOGL
2026/6/16,202606,BOS SG,C,USD,USD,300000,100,85.08473731,2026/6/16,1,255254.2119,255254.2119,0,0,255254.2119,2026/6/16,BOS,XS3365283996,Equity Structured Products,Equities,"5M USD NATIXIS FCN - NVDA.OQ, AMD.O",FCN,Structured Product,,"5M USD NATIXIS FCN - NVDA.OQ, AMD.O Q, AAPL.OQ 051126 XS3365283996",NVIDIA Corporation;NVDA;Advanced Micro Devices Inc;AMD;Apple Inc;AAPL
2026/6/16,202606,BOS SG,C,USD,HKD,0,0,0,,7.833325,0,0,0,0,0,2026/6/16,BOS,,Current Accounts,,Current Accounts HKD,Cash,Cash,,,
2026/6/16,202606,BOS SG,C,USD,CHF,0,0,0,,0.795023,0,0,0,0,0,2026/6/16,BOS,,Current Accounts,,Current Accounts CHF,Cash,Cash,,,
2026/6/16,202606,BOS SG,A,USD,USD,0,0,0,,1,0,-24328.73,0,0,-24328.73,2026/6/16,BOS,,Equity Derivatives,,REV ACCU USD 265.7655 ALPHABET INC-CL C 03/09/2026 KO: 224.07; Booster: 2X SYACDC2524800049,Equity AQ,Structured Product,,,
2026/6/16,202606,BOS SG,C,USD,USD,200000,100,89.17573862,2026/6/16,1,178351.4772,178351.4772,0,0,178351.4772,2026/6/16,BOS,XS3362044888,Equity Structured Products,Equities,"5M USD Nomura FCN - EWJ.P, EWT.P, E",FCN,Structured Product,,"5M USD Nomura FCN - EWJ.P, EWT.P, E WY.P 031126 XS3362044888",iShares MSCI Japan ETF;EWJ;iShares MSCI Taiwan ETF;EWT;iShares MSCI South Korea ETF;EWY
2026/6/16,202606,BOS SG,B,USD,USD,163276.858,18.5,9.920761503,2026/6/16,1,1619830.764,1619830.764,0,0,1619830.764,2026/6/16,BOS,IE00BDTMQ100,Equity Funds,Equities,Wellington FinTech USD D Acc-ACC,Fund,Fund,,,
2026/6/16,202606,BOS SG,B,USD,GBP,211000,0.75760251,0.78287257,2026/6/16,1.34155095,165186.1123,221605.5882,0,0,221605.5882,2026/6/16,BOS,GB0008706128,Equities,Equities,LLOYDS BANKING GROUP PLC,Equity,Equity,,LLOYDS BANKING GROUP PLC,Lloyds Banking Group plc;LLOY.L
2026/6/16,202606,BOS SG,A,USD,USD,100000,100,70.53892773,2026/6/10,1,70538.92773,70538.92773,0,0,70538.92773,2026/6/16,BOS,XS3365337594,Equity Structured Products,Equities,"5M USD NATIXIS FCN - NVDA.OQ, TSM.N",FCN,Structured Product,,,
2026/6/16,202606,BOS SG,A,USD,EUR,0,0,0,,1.159447,8664.27,10045.76,0,0,10045.76,2026/6/16,BOS,,Current Accounts,,Current Accounts EUR,Cash,Cash,,,
2026/6/16,202606,BOS SG,C,USD,USD,0,0,0,,1,0,-24854.61,0,0,-24854.61,2026/6/16,BOS,,Equity Derivatives,,ACCU USD 136.9707 CORNING INC 03/11/2027 KO: 208.021; Booster: 2X SYACDC2615500360,Equity AQ,Structured Product,,,
